alpha,trade_no,q25_correct_confidence,median_correct_confidence,q75_correct_confidence
0.4,12,0.8448275862068967,0.9938417611380489,0.9988631799564814
0.4,13,0.927027027027027,0.9857478005865102,0.997351434488271
0.4,14,0.967365028203062,0.9938417611380493,0.9988631799564817
0.4,15,0.927027027027027,0.9973514344882706,0.9995124747079072
0.4,16,0.967365028203062,0.9938417611380493,0.9997910023653128
0.4,17,0.9857478005865102,0.997351434488271,0.9995124747079072
0.4,18,0.967365028203062,0.9988631799564816,0.9997910023653128
0.4,19,0.9857478005865102,0.997351434488271,0.9999104188867107
0.4,20,0.9938417611380489,0.9988631799564817,0.9997910023653128
0.4,21,0.9857478005865102,0.9995124747079072,0.9999104188867107
0.4,22,0.9938417611380493,0.9997910023653128,0.9999616061289528
0.4,23,0.9973514344882706,0.9995124747079072,0.9999835451228275
0.4,24,0.9938417611380493,0.9997910023653128,0.9999616061289528
0.4,25,0.9973514344882709,0.9999104188867107,0.9999835451228275
0.4,26,0.9988631799564816,0.9997910023653128,0.9999929478434733
0.4,27,0.997351434488271,0.9999104188867107,0.9999969776350233
0.4,28,0.9988631799564817,0.9999616061289528,0.9999929478434734
0.4,29,0.999512474707907,0.9999104188867107,0.9999969776350234
0.4,30,0.9988631799564818,0.9999616061289528,0.9999987046984872
0.4,31,0.9995124747079072,0.9999835451228275,0.9999969776350235
0.4,32,0.9997910023653128,0.9999616061289535,0.9999987046984873
0.4,33,0.9995124747079072,0.9999835451228275,0.9999994448703693
0.4,34,0.9997910023653128,0.9999929478434733,0.9999997620872256
0.4,35,0.9999104188867107,0.9999969776350233,0.9999994448703695
0.4,36,0.9997910023653128,0.9999929478434735,0.9999997620872256
0.4,37,0.9999104188867107,0.9999969776350233,0.9999998980373686
0.4,38,0.9999616061289528,0.9999987046984872,0.9999999563017268
0.4,39,0.9999104188867108,0.9999969776350235,0.9999998980373686
0.4,40,0.9999616061289528,0.9999987046984873,0.9999999563017269
0.4,41,0.9999835451228275,0.9999994448703693,0.9999999812721682
0.4,42,0.9999616061289535,0.9999997620872256,0.9999999563017269
0.4,43,0.9999835451228275,0.9999994448703694,0.9999999812721682
0.4,44,0.9999929478434733,0.9999997620872256,0.9999999919737863
0.4,45,0.9999835451228285,0.9999998980373686,0.9999999965601941
0.4,46,0.9999929478434734,0.9999997620872257,0.9999999919737863
0.4,47,0.9999969776350233,0.9999998980373686,0.9999999965601941
0.4,48,0.9999987046984868,0.9999999563017269,0.9999999985257975
0.4,49,0.9999969776350234,0.9999998980373688,0.9999999993681987
0.4,50,0.9999987046984872,0.9999999563017269,0.9999999985257975
0.4,51,0.9999994448703692,0.9999999812721682,0.9999999993681989
0.4,52,0.9999987046984873,0.9999999919737836,0.999999999729228
0.4,53,0.9999994448703693,0.9999999812721682,0.9999999993681993
0.4,54,0.9999997620872256,0.9999999919737863,0.9999999997292282
0.4,55,0.9999994448703694,0.9999999965601941,0.9999999998839549
0.4,56,0.9999997620872256,0.9999999919737863,0.9999999999502663
0.4,57,0.9999998980373682,0.9999999965601941,0.999999999883955
0.4,58,0.9999997620872257,0.9999999985257974,0.9999999999502663
0.4,59,0.9999998980373686,0.9999999965601941,0.9999999999786856
0.4,60,0.9999999563017268,0.9999999985257975,0.9999999999502664
0.4,61,0.9999998980373686,0.9999999993681988,0.9999999999786856
0.4,62,0.9999999563017269,0.9999999985257975,0.9999999999908652
0.4,63,0.9999999812721682,0.9999999993681989,0.999999999996085
0.4,64,0.9999999563017269,0.9999999997292282,0.9999999999908653
0.4,65,0.9999999812721682,0.9999999998839549,0.9999999999960851
0.4,66,0.9999999919737863,0.9999999997292283,0.9999999999983221
0.4,67,0.9999999812721683,0.9999999998839549,0.9999999999960851
0.4,68,0.9999999919737863,0.9999999999502663,0.9999999999983222
0.4,69,0.9999999965601941,0.999999999883955,0.9999999999992809
0.4,70,0.9999999919737863,0.9999999999502664,0.9999999999996917
0.4,71,0.9999999965601941,0.9999999999786856,0.9999999999992809
0.4,72,0.9999999985257975,0.9999999999908651,0.9999999999996918
0.4,73,0.9999999993681987,0.9999999999786856,0.9999999999998679
0.4,74,0.9999999985257975,0.9999999999908652,0.9999999999996918
0.4,75,0.9999999993681988,0.999999999996085,0.9999999999998679
0.4,76,0.9999999985257992,0.9999999999908653,0.9999999999999434
0.4,77,0.9999999993681989,0.9999999999960851,0.9999999999999756
0.4,78,0.9999999997292282,0.9999999999983221,0.9999999999999434
0.4,79,0.9999999993681998,0.9999999999960851,0.9999999999999758
0.4,80,0.9999999997292282,0.9999999999983222,0.9999999999999896
